timestamp,id,x,y,z,roll,pitch,yaw
1715034630.471968,3,0.14652847057039012,-0.022837507374630854,0.7452001705704393,2.892942472828135,-12.463215269063676,24.535437646864278
1715034630.4979553,3,0.150144123894527,-0.021979148081197768,0.7462328957669822,3.0513304678592723,-12.157067485801516,24.81362397148057
1715034630.5236628,3,0.1548960360891262,-0.02081774131061696,0.7462682900040604,3.1809215067803884,-12.004746797263039,25.0864851758234
1715034630.5452867,3,0.16026181932927194,-0.020387701426134244,0.7462447340598559,3.306611850364584,-11.72088996098319,25.318906584245383
1715034630.578752,3,0.16593173857726276,-0.020270897456239077,0.7454397120454465,3.4821378006317727,-11.537778735685022,25.771663306933476
1715034630.59751,3,0.18069356819112084,-0.015264736963757146,0.7452985832168537,5.61660921032838,-10.648710024022732,24.786383707902637
1715034630.6204371,3,0.18219828021390602,-0.020572629087539363,0.7458541557918488,5.376595388892353,-10.195656418971945,24.720953910972185
1715034630.6384213,3,0.18459558917944313,-0.03605503938954799,0.7501792407818391,4.321218109575101,-9.698639465523035,23.32576134570944
1715034630.6557727,3,0.16969014157898316,-0.05086211957180759,0.7508702815118175,3.73604586279261,-6.286703823139725,24.19212726267919
1715034630.6761413,3,0.1594830692610271,-0.04651352425646388,0.7541230621368804,4.028505085644426,-6.557143969010909,22.4805342471315
1715034630.6958194,3,0.1568454994912262,-0.0448574563639187,0.7551132789977644,4.048635047551619,-6.496976189988444,22.104342480194745
1715034630.717811,3,0.15662666648896412,-0.045253562719153984,0.7555766309173324,3.8592466140158868,-6.319168725838727,22.104991925440046
1715034630.7371182,3,0.15653909534179808,-0.04693542026801385,0.7564219022293257,3.611655657019536,-5.930077375744958,21.864512058779855
1715034630.7567608,3,0.1563752402366518,-0.04645038279573249,0.756317802151023,3.568141568713568,-6.0464074163445165,21.999182356941198
1715034630.7756145,3,0.1566001505187923,-0.04284447990863732,0.7577058840481213,3.582215669183836,-6.099036957602974,21.60367570519907
1715034630.7944064,3,0.15816191778174196,-0.03760617371359853,0.7577975200925416,3.6913328753509,-6.543052032470571,21.817777492411317
1715034630.8137205,3,0.1595730467753807,-0.03256475092181258,0.7574692556135062,3.947479657340057,-6.328358492592641,21.63523682689795
1715034630.8330314,3,0.16207324399912085,-0.029823619611849934,0.7569519293218131,4.063250070834786,-6.438938690343725,21.814935965273314
1715034630.8486874,3,0.1632154735261189,-0.02831954588207789,0.7555748340085252,4.091120030121747,-6.71982929043059,22.093443730278494
1715034630.8653529,3,0.1637324379172638,-0.025483088712028843,0.7555874156128296,4.27237186062543,-6.655366366157415,21.677937738899644
1715034630.883271,3,0.16377945549012668,-0.023370065683817515,0.7550237533125136,4.470158681416294,-6.89037174634147,21.57465540517815
1715034630.9007347,3,0.16503369051941197,-0.022445487525018588,0.7538704651014105,4.620139455660038,-6.585468561519096,21.6069855174098
1715034630.9189277,3,0.16771519678256183,-0.023226448206187363,0.7514045940540943,4.679578187192896,-6.726901736917371,22.24443687641249
1715034630.9377432,3,0.17186716939980493,-0.024482824743968377,0.7491428796119701,4.6004334137246445,-6.456394005756214,22.606759811899135
1715034630.9585624,3,0.17367904971700987,-0.025263362347931615,0.7478370690488678,4.598316729243515,-6.632711772086417,22.67270881142007
1715034630.9805827,3,0.17492053681618902,-0.026230769975279986,0.7448056450706707,4.559917079929659,-6.999979230536448,23.41139143362741
1715034630.9978793,3,0.1747094811242054,-0.02677756075992414,0.7437816486100607,4.5175009931198815,-6.9163733723018685,23.350318502347736
1715034631.016217,3,0.17237588302154816,-0.02673761305288925,0.7432386353059982,4.492802858529866,-6.846238620247109,23.393947670930956
1715034631.0356557,3,0.169493480694669,-0.026208129059924097,0.7445888502786573,4.467329802218426,-6.283956056117249,22.463779578164974
1715034631.0580647,3,0.16476975321593654,-0.02596527142436544,0.7430564983648008,4.414898044820309,-6.924813657259533,23.062591617340182
1715034631.0809274,3,0.16133343418805013,-0.026117081719607544,0.7443896157866238,4.2834497375535,-6.46438995425,22.411591109757673
1715034631.100815,3,0.15589320038343735,-0.026674179129140357,0.7443325086424877,4.149597289885351,-6.435927236139366,22.542933344936024
1715034631.1267803,3,0.1513892095805196,-0.0260767916303615,0.745085828522313,4.013592764758686,-6.489608277393694,21.968188671456367
1715034631.1538532,3,0.14697129560342964,-0.024606076669816415,0.7459114718885326,3.894444211930031,-6.476454942849347,21.76692659627429
1715034631.1700604,3,0.14098182271788515,-0.02308176427495694,0.7472172380645148,3.768643674047034,-6.390107572170663,21.600092131529273
1715034631.1868405,3,0.1349074268490363,-0.022177648831195607,0.7476587229670777,3.6699623233207856,-6.433888117031025,21.235163797901308
1715034631.215426,3,0.12956775992457362,-0.02142927268823471,0.748799252877429,3.5232793616026843,-6.372347785852163,21.076549925868548
1715034631.242291,3,0.1137658657030404,-0.02029987856317028,0.7518261512750459,3.3606691885742257,-6.3075896938585245,20.37797577516624
1715034631.2599795,3,0.1096624104665542,-0.019906732198337065,0.7521519265530051,3.299636313196114,-6.424162017298617,20.373859685395523
1715034631.276374,3,0.10078951920028205,-0.01945396518205102,0.7544032505966799,3.204268412795007,-6.0065966665608945,19.861235136132493
1715034631.2934308,3,0.08988789666694054,-0.019839905299395978,0.7558175029354288,3.100319395926471,-5.983751417913169,19.654940101407902
1715034631.309717,3,0.07502123121665934,-0.021347065462508846,0.7563323082014236,2.8229648120730806,-6.273275310778368,18.423909951150968
1715034631.3307347,3,0.06910215801050718,-0.021243165251791495,0.7567707097624337,2.539786482951293,-6.244316261266658,17.825778074785312
